ticker,as_of,close,market_cap,volume,trading_value,avg_trading_value_20d,high_52w,low_52w,return_6m,volatility_1y,beta_kospi200
035420,2026-07-28,210000.0,32958290820000.0,2281917,479202570000.0,226006117772.5,287000.0,183200.0,-0.1393,54.66,
035720,2026-07-28,35650.0,15792275145500.0,1964556,70036421400.0,65716029020.0,67700.0,33150.0,-0.3958,48.62,
035760,2026-07-28,30650.0,672128570100.0,48270,1479475500.0,2367383735.0,80000.0,28850.0,-0.5119,41.51,
035900,2026-07-28,45000.0,1598962140000.0,226109,10174905000.0,10122091982.5,85000.0,43750.0,-0.3525,44.62,
036460,2026-07-28,34050.0,3143257650000.0,128727,4383154350.0,5076606288.75,45750.0,31700.0,-0.1654,31.03,
036530,2026-07-28,47950.0,781771333700.0,19410,930709500.0,929080696.25,88200.0,46450.0,-0.1558,49.51,
036540,2026-07-28,4520.0,743360569560.0,1872474,8463582480.0,14819256493.45,11010.0,3055.0,-0.139,83.11,
036570,2026-07-28,225000.0,4847404950000.0,58116,13076100000.0,20011580650.0,338000.0,187000.0,-0.0385,55.46,
036830,2026-07-28,29250.0,599741444250.0,38861,1136684250.0,1827504160.0,79600.0,29250.0,-0.2363,80.88,
036930,2026-07-28,128800.0,5986768384800.0,1043845,134447236000.0,433346515932.5,250500.0,26300.0,3.1282,109.64,
038500,2026-07-28,6740.0,727355902440.0,494529,3333125460.0,7159004670.25,20200.0,2950.0,0.2598,108.58,
039030,2026-07-28,270000.0,3326278500000.0,134902,36423540000.0,66792894275.0,612000.0,194500.0,-0.0674,89.3,
039200,2026-07-28,30250.0,1157309824000.0,101883,3081960750.0,5514795877.5,62000.0,28000.0,-0.3202,70.92,
039490,2026-07-28,272000.0,7134101952000.0,164361,44706192000.0,36747773625.0,495500.0,195800.0,-0.1513,69.57,
041510,2026-07-28,70100.0,1604917769000.0,106499,7465579900.0,8076949777.5,153000.0,66500.0,-0.3818,57.22,
