ticker,name,sector,gate_pass,gate_fail_reason,score_q,score_v,score_sr,score_r,score_m,composite_raw,composite_score,incumbent_bonus,grade,role_suggested,tier,satellite_track,is_held,data_gate,sleeve_weight_suggested,portfolio_weight_suggested,as_of
028670,팬오션,해운,True,,50.83,78.8,50.0,27.55,64.12,56.69,56.69,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
031980,피에스케이홀딩스,기계·장비,True,,50.83,36.57,50.0,25.63,55.34,43.82,43.82,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
017800,현대엘리베이터,기계·장비,True,,50.83,64.3,50.0,19.99,16.84,51.58,51.58,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
014680,한솔케미칼,화학,True,,50.83,48.38,50.0,18.24,20.45,46.63,46.63,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
009420,한올바이오파마,제약,True,,50.83,31.31,50.0,23.77,31.88,42.06,42.06,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
081660,미스토홀딩스,유통,True,,50.83,62.26,50.0,29.9,55.29,51.96,51.96,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
026960,동서,유통,True,,50.83,54.42,50.0,47.72,62.56,51.39,51.39,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
279570,케이뱅크,은행,True,,50.83,54.97,50.0,16.32,37.99,48.41,48.41,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
011170,롯데케미칼,화학,True,,50.83,70.69,50.0,10.73,19.7,52.57,52.57,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
009970,영원무역홀딩스,기타금융,True,,50.83,80.57,50.0,28.86,59.54,57.35,57.35,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
226950,올릭스,일반서비스,True,,50.83,30.64,50.0,23.7,23.46,41.85,41.85,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
089970,브이엠,기계·장비,True,,50.83,16.6,50.0,25.27,57.89,37.8,37.8,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
237690,에스티팜,제약,True,,50.83,32.09,50.0,15.51,20.15,41.47,41.47,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
005850,에스엘,자동차부품,True,,50.83,71.93,50.0,24.51,41.2,54.32,54.32,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
003690,코리안리,생명/손해보험,True,,50.83,75.9,50.0,50.09,85.82,64.39,64.39,0.0,B,value_defensive,Satellite,True,False,YELLOW,3.42,,2026-07-28
161890,한국콜마,화학,True,,50.83,46.21,50.0,30.63,77.49,54.43,54.43,0.0,C,value_quality,—,True,False,YELLOW,4.0,,2026-07-28
000240,한국앤컴퍼니,기타금융,True,,50.83,84.5,50.0,17.87,33.95,57.43,57.43,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
001720,신영증권,증권,True,,50.83,72.67,50.0,14.61,27.82,53.55,53.55,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
064760,티씨케이,비금속,True,,50.83,34.3,50.0,20.74,42.71,42.65,42.65,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
007340,DN오토모티브,자동차부품,True,,50.83,72.83,50.0,25.67,57.8,54.71,54.71,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
489790,한화비전,전기·전자,True,,50.83,34.46,50.0,11.67,16.09,41.8,41.8,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
257720,실리콘투,유통,True,,50.83,47.78,50.0,19.01,26.47,46.53,46.53,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
004990,롯데지주,기타금융,True,,50.83,70.14,50.0,12.2,20.75,52.55,52.55,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
375500,DL이앤씨,건설,True,,50.83,86.11,50.0,19.78,51.43,58.1,58.1,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
006360,GS건설,건설,True,,50.83,64.59,50.0,20.58,52.63,51.73,51.73,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
007070,GS리테일,유통,True,,50.83,50.46,50.0,33.79,71.5,54.09,54.09,0.0,C,value_quality,—,True,False,YELLOW,4.0,,2026-07-28
008930,한미사이언스,기타금융,True,,50.83,48.23,50.0,20.29,26.77,46.79,46.79,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
005290,동진쎄미켐,화학,True,,50.83,46.16,50.0,18.61,35.19,46.0,46.0,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
357780,솔브레인,화학,True,,50.83,43.58,50.0,15.5,23.61,44.91,44.91,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
030000,제일기획,일반서비스,True,,50.83,69.83,50.0,47.01,50.58,55.94,55.94,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
282330,BGF리테일,유통,True,,50.83,59.68,50.0,34.65,66.23,51.66,51.66,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
139480,이마트,유통,True,,50.83,74.75,50.0,15.59,34.29,54.27,54.27,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
085620,미래에셋생명,보험,True,,50.83,62.97,50.0,19.74,55.64,51.16,51.16,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
004370,농심,음식료·담배,True,,50.83,69.7,50.0,30.98,35.31,54.3,54.3,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
263750,펄어비스,IT 서비스,True,,50.83,45.99,50.0,13.85,24.66,45.47,45.47,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
018670,SK가스,유통,True,,50.83,77.13,50.0,20.69,55.45,55.5,55.5,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
319400,현대무벡스,기계·장비,True,,50.83,14.02,50.0,21.58,3.31,36.65,36.65,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
204320,HL만도,운송장비·부품,True,,50.83,61.6,50.0,16.67,11.73,50.44,50.44,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
192820,코스맥스,화학,True,,50.83,46.37,50.0,21.37,42.17,46.34,46.34,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
475150,SK이터닉스,건설,True,,50.83,24.02,50.0,26.45,58.35,40.14,40.14,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
051600,한전KPS,건설,True,,50.83,56.86,50.0,13.55,17.29,48.7,48.7,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
002790,아모레퍼시픽홀딩스,화학,True,,50.83,64.88,50.0,18.63,33.01,51.62,51.62,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
462870,시프트업,IT 서비스,True,,50.83,61.3,50.0,21.53,27.37,50.83,50.83,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
420770,기가비스,기계·장비,True,,50.83,16.79,50.0,24.6,56.99,37.79,37.79,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
071970,HD현대마린엔진,기계·장비,True,,50.83,54.03,50.0,15.81,10.98,48.08,48.08,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
281820,케이씨텍,의료·정밀기기,True,,50.83,37.47,50.0,23.63,55.94,43.89,43.89,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
008770,호텔신라,유통,True,,50.83,50.56,50.0,17.09,37.74,47.17,47.17,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
089030,테크윙,기계·장비,True,,50.83,16.42,50.0,19.35,26.92,37.15,37.15,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
140860,파크시스템스,의료·정밀기기,True,,50.83,24.03,50.0,20.38,49.42,39.54,39.54,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
073240,금호타이어,화학,True,,50.83,78.75,50.0,25.32,48.71,56.45,56.45,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
068760,셀트리온제약,제약,True,,50.83,32.26,50.0,16.12,10.68,41.58,41.58,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
395400,SK리츠,부동산,True,,50.83,50.0,50.0,38.74,53.1,49.16,49.16,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
098460,고영,기계·장비,True,,50.83,24.68,50.0,21.87,25.86,39.88,39.88,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
103140,풍산,금속,True,,50.83,71.33,50.0,10.63,2.41,52.75,52.75,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
439260,대한조선,운송장비·부품,True,,50.83,70.61,50.0,12.21,13.23,52.69,52.69,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
290650,엘앤씨바이오,제약,True,,50.83,35.98,50.0,19.12,40.0,43.0,43.0,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
457190,이수스페셜티케미컬,화학,True,,50.83,11.81,50.0,14.46,9.77,35.28,35.28,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
112610,씨에스윈드,금속,True,,50.83,41.59,50.0,10.16,32.63,43.78,43.78,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
000120,CJ대한통운,운송·창고,True,,50.83,87.1,50.0,13.27,18.05,57.75,57.75,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
00680K,미래에셋증권2우B,unknown,True,,50.83,50.0,50.0,16.62,28.57,46.95,46.95,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
035900,JYP Ent.,오락·문화,True,,50.83,58.26,50.0,12.47,10.83,49.02,49.02,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
131970,두산테스나,일반서비스,True,,50.83,23.68,50.0,18.32,51.73,39.23,39.23,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
140410,메지온,일반서비스,True,,50.83,28.86,50.0,14.81,7.22,40.43,40.43,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
032820,우리기술,전기·전자,True,,50.83,12.16,50.0,17.1,45.86,35.65,35.65,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
020150,롯데에너지머티리얼즈,전기·전자,True,,50.83,58.68,50.0,12.51,19.55,49.15,49.15,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
007810,코리아써키트,전기·전자,True,,50.83,33.85,50.0,19.12,24.96,42.36,42.36,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
041510,에스엠,오락·문화,True,,50.83,70.77,50.0,12.77,10.38,52.8,52.8,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
000155,두산우,전기·전자,True,,50.83,50.0,50.0,15.06,16.39,46.8,46.8,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
120110,코오롱인더,화학,True,,50.83,49.39,50.0,18.21,46.47,46.93,46.93,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
001800,오리온홀딩스,기타금융,True,,50.83,70.65,50.0,39.73,82.23,61.41,61.41,0.0,B,value_defensive,Satellite,True,False,YELLOW,3.28,,2026-07-28
023590,다우기술,IT서비스/소프트웨어,True,,50.83,85.88,50.0,14.88,28.87,57.54,57.54,0.0,B,value_defensive,Core,False,False,YELLOW,4.0,,2026-07-28
011210,현대위아,운송장비·부품,True,,50.83,73.9,50.0,13.51,8.12,53.81,53.81,0.0,C,value_defensive,—,False,False,YELLOW,4.0,,2026-07-28
010170,대한광통신,전기·전자,True,,50.83,30.2,50.0,18.58,58.65,41.21,41.21,0.0,Reject,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
001740,SK네트웍스,유통,True,,50.83,56.34,50.0,18.96,53.98,49.09,49.09,0.0,C,value_quality,—,False,False,YELLOW,4.0,,2026-07-28
